description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Rare Ring - SurPulLumHel - Enchant	1				100					5	ring,rar	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Magic Gloves - SurPulLumHel - Enchant	1				100					5	glov,mag	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Rare Gloves - SurPulLumHel - Enchant	1				100					5	glov,rar	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Magic Weapon - ZodFalDolNef - Meteor	1				100					5	weap,mag	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Rare Weapon - ZodFalDolNef - Meteor	1				100					5	weap,rar	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Magic Amu - ZodFalDolNef - Meteor	1				100					5	amu,mag	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Rare Amu - ZodFalDolNef - Meteor	1				100					5	amu,rar	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Magic Shield - ZodFalDolNef - Meteor	1				100					5	shld,mag	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Rare Shield - ZodFalDolNef - Meteor	1				100					5	shld,rar	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Magic Ring - ZodFalDolNef - Meteor	1				100					5	ring,mag	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Rare Ring - ZodFalDolNef - Meteor	1				100					5	ring,rar	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Magic Belt - ZodFalDolNef - Meteor	1				100					5	belt,mag	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Rare Belt - ZodFalDolNef - Meteor	1				100					5	belt,rar	r33	r19	r14	r04			useitem				addxp			1	1	oskill		56	15	25	hit-skill		56	10	30																																																																					0
Magic Weapon - ChamGulShaelIth - Hydra	1				100					5	weap,mag	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Rare Weapon - ChamGulShaelIth - Hydra	1				100					5	weap,rar	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Magic Amu - ChamGulShaelIth - Hydra	1				100					5	amu,mag	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Rare Amu - ChamGulShaelIth - Hydra	1				100					5	amu,rar	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Magic Shield - ChamGulShaelIth - Hydra	1				100					5	shld,mag	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Rare Shield - ChamGulShaelIth - Hydra	1				100					5	shld,rar	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Magic Ring - ChamGulShaelIth - Hydra	1				100					5	ring,mag	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Rare Ring - ChamGulShaelIth - Hydra	1				100					5	ring,rar	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Magic Helm - ChamGulShaelIth - Hydra	1				100					5	helm,mag	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Rare Helm - ChamGulShaelIth - Hydra	1				100					5	helm,rar	r32	r25	r13	r06			useitem				addxp			1	1	oskill		62	15	25	hit-skill		62	10	30																																																																					0
Magic Weapon - IstIstLemUE- Charged Bolt	1				100					5	weap,mag	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Rare Weapon - IstIstLemUE- Charged Bolt	1				100					5	weap,rar	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Magic Amu - IstIstLemUE- Charged Bolt	1				100					5	amu,mag	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Rare Amu - IstIstLemUE- Charged Bolt	1				100					5	amu,rar	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Magic Shield - IstIstLemUE- Charged Bolt	1				100					5	shld,mag	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Rare Shield - IstIstLemUE- Charged Bolt	1				100					5	shld,rar	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Magic Ring - IstIstLemUE- Charged Bolt	1				100					5	ring,mag	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Rare Ring - IstIstLemUE- Charged Bolt	1				100					5	ring,rar	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Magic Belt - IstIstLemUE- Charged Bolt	1				100					5	belt,mag	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Rare Belt - IstIstLemUE- Charged Bolt	1				100					5	belt,rar	r24,qty=2	r20	elx				useitem				addxp			1	1	oskill		38	15	25	hit-skill		38	30	30																																																																					0
Magic Amu - VexUmLumEth - Nova	1				100					5	amu,mag	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Rare Amu - VexUmLumEth - Nova	1				100					5	amu,rar	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Magic Armor - VexUmLumEth - Nova	1				100					5	tors,mag	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Rare Armor - VexUmLumEth - Nova	1				100					5	tors,rar	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Magic Shield - VexUmLumEth - Nova	1				100					5	shld,mag	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Rare Shield - VexUmLumEth - Nova	1				100					5	shld,rar	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Magic Ring - VexUmLumEth - Nova	1				100					5	ring,mag	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Rare Ring - VexUmLumEth - Nova	1				100					5	ring,rar	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Magic Boots - VexUmLumEth - Nova	1				100					5	boot,mag	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Rare Boots - VexUmLumEth - Nova	1				100					5	boot,rar	r26	r22	r17	r05			useitem				addxp			1	1	oskill		48	15	25	gethit-skill		48	50	30																																																																					0
Magic Weapon - JahVexKoUE - Lightning and Chain Lightning	1				100					5	weap,mag	r31	r26	r18	elx			useitem				addxp			1	1	oskill		49	15	25	hit-skill		49	15	30	oskill		53	15	25	hit-skill		53	15	30																																																											0
Rare Weapon - JahVexKoUE - Lightning and Chain Lightning	1				100					5	weap,rar	r31	r26	r18	elx			useitem				addxp			1	1	oskill		49	15	25	hit-skill		49	15	30	oskill		53	15	25	hit-skill		53	15	30																																																											0
Magic Amu - JahVexKoUE - Lightning and Chain Lightning	1				100					5	amu,mag	r31	r26	r18	elx			useitem				addxp			1	1	oskill		49	15	25	hit-skill		49	15	30	oskill		53	15	25	hit-skill		53	15	30																																																											0
Rare Amu - JahVexKoUE - Lightning and Chain Lightning	1				100					5	amu,rar	r31	r26	r18	elx			useitem				addxp			1	1	oskill		49	15	25	hit-skill		49	15	30	oskill		53	15	25	hit-skill		53	15	30																																																											0
Magic Shield - JahVexKoUE - Lightning and Chain Lightning	1				100					5	shld,mag	r31	r26	r18	elx			useitem				addxp			1	1	oskill		49	15	25	hit-skill		49	15	30	oskill		53	15	25	hit-skill		53	15	30																																																											0
Rare Shield - JahVexKoUE - Lightning and Chain Lightning	1				100					5	shld,rar	r31	r26	r18	elx			useitem				addxp			1	1	oskill		49	15	25	hit-skill		49	15	30	oskill		53	15	25	hit-skill		53	15	30																																																											0
Magic Ring - JahVexKoUE - Lightning and Chain Lightning	1				100					5	ring,mag	r31	r26	r18	elx			useitem				addxp			1	1	oskill		49	15	25	hit-skill		49	15	30	oskill		53	15	25	hit-skill		53	15	30																																																											0
Rare Ring - JahVexKoUE - Lightning and Chain Lightning	1				100					5	ring,rar	r31	r26	r18	elx			useitem				addxp			1	1	oskill		49	15	25	hit-skill		49	15	30	oskill		53	15	25	hit-skill		53	15	30																																																											0
